Title,Analysis,keywords,result
[2020 올해의 차] 미래의 모델하우스.. 전기차 인터페이스의 혁신성 빛나,"제목: [2020 올해의 차] 미래의 모델하우스.. 전기차 인터페이스의 혁신성 빛나  
키워드: 올해의 차, 모델하우스, 전기차, 인터페이스, 혁신성  
결과: 긍정","제목: [2020 올해의 차] 미래의 모델하우스.. 전기차 인터페이스의 혁신성 빛나  
",": 올해의 차, 모델하우스, 전기차, 인터페이스, 혁신성  
결과: 긍정"
"[전기차시대] ③ '엔진' 역할 하는 배터리 경쟁, 핵심 목표는 '더 싸게'","제목: [전기차시대] ③ '엔진' 역할 하는 배터리 경쟁, 핵심 목표는 '더 싸게'

키워드: 전기차, 배터리, 경쟁, 더 싸게

결과: 중립적/부정적 (경쟁과 가격에 대한 관심이 있으나, '더 싸게'라는 표현이 긍정적인 의미를 약간 줄이는 경향이 있음)","제목: [전기차시대] ③ '엔진' 역할 하는 배터리 경쟁, 핵심 목표는 '더 싸게'

",": 전기차, 배터리, 경쟁, 더 싸게

결과: 중립적/부정적 (경쟁과 가격에 대한 관심이 있으나, '더 싸게'라는 표현이 긍정적인 의미를 약간 줄이는 경향이 있음)"
"""전기차 충전 끝나면 즉시 출차""..충전 에티켓 전파 확산","제목: ""전기차 충전 끝나면 즉시 출차""..충전 에티켓 전파 확산  
키워드: 전기차, 충전, 즉시 출차, 에티켓, 전파 확산  
결과: 긍정","제목: ""전기차 충전 끝나면 즉시 출차""..충전 에티켓 전파 확산  
",": 전기차, 충전, 즉시 출차, 에티켓, 전파 확산  
결과: 긍정"
떠오르는 수소전기차..니콜라 대박에 시장확대 기대감↑,"제목: 떠오르는 수소전기차..니콜라 대박에 시장확대 기대감↑  
키워드: 수소전기차, 니콜라, 대박, 시장확대, 기대감  
결과: 긍정","제목: 떠오르는 수소전기차..니콜라 대박에 시장확대 기대감↑  
",": 수소전기차, 니콜라, 대박, 시장확대, 기대감  
결과: 긍정"
정의선-최태원 이르면 7일 만난다..'전기차 회동' 마무리(종합),"| 제목                                  | 키워드                      | 결과  |
|-------------------------------------|--------------------------|-----|
| 정의선-최태원 이르면 7일 만난다..'전기차 회동' 마무리(종합) | 정의선, 최태원, 전기차, 회동 | 긍정  |",| 제목                                  | ,"                      | 결과  |
|-------------------------------------|--------------------------|-----|
| 정의선-최태원 이르면 7일 만난다..'전기차 회동' 마무리(종합) | 정의선, 최태원, 전기차, 회동 | 긍정  |"
잇따른 동맹 구축..전기차 배터리 가격 떨어지나,"제목: 잇따른 동맹 구축..전기차 배터리 가격 떨어지나  
키워드: 동맹, 전기차, 배터리, 가격 하락  
결과: 긍정","제목: 잇따른 동맹 구축..전기차 배터리 가격 떨어지나  
",": 동맹, 전기차, 배터리, 가격 하락  
결과: 긍정"
"""4년내 전기차 시대"" 이 절박감이 4대총수 짝짓기 이끌었다","제목: ""4년내 전기차 시대"" 이 절박감이 4대총수 짝짓기 이끌었다  
키워드: 전기차, 절박감, 4대총수, 짝짓기  
결과: 부정  ","제목: ""4년내 전기차 시대"" 이 절박감이 4대총수 짝짓기 이끌었다  
",": 전기차, 절박감, 4대총수, 짝짓기  
결과: 부정  "
한 번 충전으로 서울~부산..'3세대 전기차' 개발 가속,"제목: 한 번 충전으로 서울~부산..'3세대 전기차' 개발 가속  
키워드: 충전, 서울, 부산, 3세대 전기차, 개발, 가속  
결과: 긍정  ","제목: 한 번 충전으로 서울~부산..'3세대 전기차' 개발 가속  
",": 충전, 서울, 부산, 3세대 전기차, 개발, 가속  
결과: 긍정  "
정의선·구광모 첫 회동..미래 전기차 배터리 협력 논의(종합),"제목: 정의선·구광모 첫 회동..미래 전기차 배터리 협력 논의(종합)

키워드: 정의선, 구광모, 회동, 전기차, 배터리, 협력, 논의

결과: 긍정","제목: 정의선·구광모 첫 회동..미래 전기차 배터리 협력 논의(종합)

",": 정의선, 구광모, 회동, 전기차, 배터리, 협력, 논의

결과: 긍정"
남좋은 일만 한 '전기차 보조금'..너도나도 테슬라만 뽑았다,"제목: 남좋은 일만 한 '전기차 보조금'..너도나도 테슬라만 뽑았다  
키워드: 전기차, 보조금, 테슬라, 남좋은 일  
결과: 부정","제목: 남좋은 일만 한 '전기차 보조금'..너도나도 테슬라만 뽑았다  
",": 전기차, 보조금, 테슬라, 남좋은 일  
결과: 부정"
"중국 전기차 토종 기업들, 중국시장서 테슬라 추격전 시동","- 제목: 중국 전기차 토종 기업들, 중국시장서 테슬라 추격전 시동
- 키워드: 중국, 전기차, 토종 기업, 테슬라, 추격전
- 결과: 중립적 (긍정적 또는 부정적 감정이 뚜렷하지 않음)","- 제목: 중국 전기차 토종 기업들, 중국시장서 테슬라 추격전 시동
- ",": 중국, 전기차, 토종 기업, 테슬라, 추격전
- 결과: 중립적 (긍정적 또는 부정적 감정이 뚜렷하지 않음)"
이재용-정의선 머리 맞댄 전고체 배터리는 '차세대 전기차 핵심',"제목: 이재용-정의선 머리 맞댄 전고체 배터리는 '차세대 전기차 핵심'  
키워드: 이재용, 정의선, 전고체 배터리, 차세대, 전기차, 핵심  
결과: 긍정","제목: 이재용-정의선 머리 맞댄 전고체 배터리는 '차세대 전기차 핵심'  
",": 이재용, 정의선, 전고체 배터리, 차세대, 전기차, 핵심  
결과: 긍정"
전기차 엔진룸에 둥지 틀었다..그곳서 7남매 키운 '딱새 가족',"제목: 전기차 엔진룸에 둥지 틀었다..그곳서 7남매 키운 '딱새 가족'

키워드: 전기차, 둥지, 7남매, 딱새, 가족

결과: 긍정","제목: 전기차 엔진룸에 둥지 틀었다..그곳서 7남매 키운 '딱새 가족'

",": 전기차, 둥지, 7남매, 딱새, 가족

결과: 긍정"
[만물상] 전기차 화재,"제목: 전기차 화재  
키워드: 전기차, 화재  
결과: 부정  ","제목: 전기차 화재  
",": 전기차, 화재  
결과: 부정  "
"SK이노, 2025년 전기차 배터리 '글로벌 1위' 전초 기지 부푼 꿈","제목: SK이노, 2025년 전기차 배터리 '글로벌 1위' 전초 기지 부푼 꿈  
키워드: SK이노, 전기차 배터리, 글로벌 1위, 꿈  
결과: 긍정  ","제목: SK이노, 2025년 전기차 배터리 '글로벌 1위' 전초 기지 부푼 꿈  
",": SK이노, 전기차 배터리, 글로벌 1위, 꿈  
결과: 긍정  "
"""올해 전기차 배터리 출하 사상 첫 감소 전망..14% ↓""","- 제목: 올해 전기차 배터리 출하 사상 첫 감소 전망..14% ↓
- 키워드: 전기차, 배터리, 출하, 감소, 전망
- 결과: 부정","- 제목: 올해 전기차 배터리 출하 사상 첫 감소 전망..14% ↓
- ",": 전기차, 배터리, 출하, 감소, 전망
- 결과: 부정"
"[신차드라이브]""이게 전기차라고?""..현존 최강 '아우디 e-트론'","| 제목                                    | 키워드                 | 결과   |
|---------------------------------------|---------------------|------|
| ""이게 전기차라고?""..현존 최강 '아우디 e-트론' | 전기차, 아우디 e-트론, 최강 | 부정적 |",| 제목                                    | ,"                 | 결과   |
|---------------------------------------|---------------------|------|
| ""이게 전기차라고?""..현존 최강 '아우디 e-트론' | 전기차, 아우디 e-트론, 최강 | 부정적 |"
"小 주차장, 전기차 충전방해금지법 면제 왜?..정부 ""몰라""","제목: 小 주차장, 전기차 충전방해금지법 면제 왜?..정부 ""몰라""  
키워드: 주차장, 전기차 충전방해금지법, 정부, 면제  
결과: 부정","제목: 小 주차장, 전기차 충전방해금지법 면제 왜?..정부 ""몰라""  
",": 주차장, 전기차 충전방해금지법, 정부, 면제  
결과: 부정"
'훨훨' 나는 전기차 시장..에코프로비엠-삼성SDI 합작법인 설립,"제목: 훨훨 나는 전기차 시장..에코프로비엠-삼성SDI 합작법인 설립  
키워드: 전기차, 에코프로비엠, 삼성SDI, 합작법인, 시장  
결과: 긍정  

해설: ""훨훨 나는""이라는 표현이 긍정적인 감정을 나타내며, 합작법인 설립 소식은 전기차 시장의 발전을 암시하고 있어 긍정적인 분석 결과를 도출했습니다.","제목: 훨훨 나는 전기차 시장..에코프로비엠-삼성SDI 합작법인 설립  
",": 전기차, 에코프로비엠, 삼성SDI, 합작법인, 시장  
결과: 긍정  

해설: ""훨훨 나는""이라는 표현이 긍정적인 감정을 나타내며, 합작법인 설립 소식은 전기차 시장의 발전을 암시하고 있어 긍정적인 분석 결과를 도출했습니다."
中 CATL 200만km 달리는 전기차 배터리 개발..수명 16년,"제목: 中 CATL 200만km 달리는 전기차 배터리 개발..수명 16년  
키워드: CATL, 전기차, 배터리, 개발, 200만km, 수명, 16년  
결과: 긍정  ","제목: 中 CATL 200만km 달리는 전기차 배터리 개발..수명 16년  
",": CATL, 전기차, 배터리, 개발, 200만km, 수명, 16년  
결과: 긍정  "
"[단독]테슬라, 韓 전기차 충전사업 '시동'..유료화 임박","제목: [단독]테슬라, 韓 전기차 충전사업 '시동'..유료화 임박  
키워드: 테슬라, 전기차, 충전사업, 유료화  
결과: 중립 (충전사업의 시작과 유료화에 대한 정보가 포함되어 있지만, 긍정적 혹은 부정적 감정이 명확하지 않음)","제목: [단독]테슬라, 韓 전기차 충전사업 '시동'..유료화 임박  
",": 테슬라, 전기차, 충전사업, 유료화  
결과: 중립 (충전사업의 시작과 유료화에 대한 정보가 포함되어 있지만, 긍정적 혹은 부정적 감정이 명확하지 않음)"
SUV도 전기차로.. 자율차 실내는 스위트룸처럼,"제목: SUV도 전기차로.. 자율차 실내는 스위트룸처럼  
키워드: 전기차, SUV, 자율차, 실내, 스위트룸  
결과: 긍정  
","제목: SUV도 전기차로.. 자율차 실내는 스위트룸처럼  
",": 전기차, SUV, 자율차, 실내, 스위트룸  
결과: 긍정  
"
전기차 싸지고 배터리 빌려 쓴다..5년 뒤 가격 1천만원↓,"제목: 전기차 싸지고 배터리 빌려 쓴다..5년 뒤 가격 1천만원↓

키워드: 전기차, 싸지다, 배터리, 가격 하락

결과: 긍정","제목: 전기차 싸지고 배터리 빌려 쓴다..5년 뒤 가격 1천만원↓

",": 전기차, 싸지다, 배터리, 가격 하락

결과: 긍정"
'애플 전기차' 자체 배터리 기술 적용되나..K배터리 3사 '촉각',"- 제목: 애플 전기차 자체 배터리 기술 적용되나..K배터리 3사 '촉각'
- 키워드: 애플 전기차, 배터리 기술, K배터리, 촉각
- 결과: 중립 (타 업체와의 경쟁 상황을 다루고 있으며, 긍정적이거나 부정적인 감정이 뚜렷하지 않음)","- 제목: 애플 전기차 자체 배터리 기술 적용되나..K배터리 3사 '촉각'
- ",": 애플 전기차, 배터리 기술, K배터리, 촉각
- 결과: 중립 (타 업체와의 경쟁 상황을 다루고 있으며, 긍정적이거나 부정적인 감정이 뚜렷하지 않음)"
요금할인 사라지고 정비소 없고..전기차의 '역주행',"- 제목: 요금할인 사라지고 정비소 없고..전기차의 '역주행'
- 키워드: 요금할인, 정비소, 역주행, 전기차
- 결과: 부정적","- 제목: 요금할인 사라지고 정비소 없고..전기차의 '역주행'
- ",": 요금할인, 정비소, 역주행, 전기차
- 결과: 부정적"
제네시스도 전기차 전환 가속..500km 달리는 'EV 버전' 나온다,"제목: 제네시스도 전기차 전환 가속..500km 달리는 'EV 버전' 나온다  
키워드: 전기차 전환, 500km, EV 버전  
결과: 긍정","제목: 제네시스도 전기차 전환 가속..500km 달리는 'EV 버전' 나온다  
",": 전기차 전환, 500km, EV 버전  
결과: 긍정"
전기차 배터리 중국 공장 10일이 고비,"제목: 전기차 배터리 중국 공장 10일이 고비  
키워드: 전기차, 배터리, 중국, 공장, 고비  
결과: 부정 (고비라는 단어는 어려움을 나타냄)","제목: 전기차 배터리 중국 공장 10일이 고비  
",": 전기차, 배터리, 중국, 공장, 고비  
결과: 부정 (고비라는 단어는 어려움을 나타냄)"
자율주행 전기차 '애플 카'.. 자동차전문가의 분석,"제목: 자율주행 전기차 '애플 카'.. 자동차전문가의 분석  
키워드: 자율주행, 전기차, 애플, 전문가, 분석  
결과: 긍정  ","제목: 자율주행 전기차 '애플 카'.. 자동차전문가의 분석  
",": 자율주행, 전기차, 애플, 전문가, 분석  
결과: 긍정  "
"[뉴스분석] 애플, 전기차까지 만들어?","- 제목: [뉴스분석] 애플, 전기차까지 만들어?
- 키워드: 애플, 전기차, 만들다
- 결과: 중립 (제목은 궁금증을 유발하지만 긍정적이거나 부정적인 감정을 나타내지 않음)","- 제목: [뉴스분석] 애플, 전기차까지 만들어?
- ",": 애플, 전기차, 만들다
- 결과: 중립 (제목은 궁금증을 유발하지만 긍정적이거나 부정적인 감정을 나타내지 않음)"
"[제주의 꿈을 함께]""이제는 전기차산업의 파이 키울 때""","제목: [제주의 꿈을 함께]""이제는 전기차산업의 파이 키울 때""  
키워드: 전기차산업, 파이 키울 때, 꿈  
결과: 긍정","제목: [제주의 꿈을 함께]""이제는 전기차산업의 파이 키울 때""  
",": 전기차산업, 파이 키울 때, 꿈  
결과: 긍정"
"""전기차 망설여지네..""..""쏘렌토 하이브리드 어때?"" [궁금타]","제목: ""전기차 망설여지네..""..""쏘렌토 하이브리드 어때?""  
키워드: 전기차, 망설이다, 쏘렌토 하이브리드, 궁금증  
결과: 부정  ","제목: ""전기차 망설여지네..""..""쏘렌토 하이브리드 어때?""  
",": 전기차, 망설이다, 쏘렌토 하이브리드, 궁금증  
결과: 부정  "
5년 뒤 전기차 113만대 수소차 20만대..미래차 대세 바뀐건가?,"제목: 5년 뒤 전기차 113만대 수소차 20만대..미래차 대세 바뀐건가?  
키워드: 전기차, 수소차, 미래차, 대세, 변화  
결과: 중립적 (미래에 대한 질문 형식으로 긍정적 혹은 부정적 평가가 없음)","제목: 5년 뒤 전기차 113만대 수소차 20만대..미래차 대세 바뀐건가?  
",": 전기차, 수소차, 미래차, 대세, 변화  
결과: 중립적 (미래에 대한 질문 형식으로 긍정적 혹은 부정적 평가가 없음)"
"전기차 허브 목표 인도네시아, 2030년까지 충전소 3만1천개 필요","제목: 전기차 허브 목표 인도네시아, 2030년까지 충전소 3만1천개 필요  
키워드: 전기차, 허브, 인도네시아, 충전소, 2030년  
결과: 중립 (정보 전달 중심)","제목: 전기차 허브 목표 인도네시아, 2030년까지 충전소 3만1천개 필요  
",": 전기차, 허브, 인도네시아, 충전소, 2030년  
결과: 중립 (정보 전달 중심)"
