Press,Title,Analysis
연합뉴스,"전기차업계 어려움 가중되니…도요타 회장 ""내가 말했잖아""","이 제목에서 나타나는 키워드 ""어려움"", ""가중되니"", ""내가 말했잖아""는 부정적인 감정을 암시합니다. 특히, 도요타 회장이 이전에 경고했음을 언급함으로써 상황의 심각성을 강조하고 있습니다. 따라서 이 제목은 **부정적**이라고 분석할 수 있습니다."
한국경제,'전기차 vs 하이브리드' 승자는 누구?…제대로 맞붙는다,"이 제목은 '전기차'와 '하이브리드'라는 두 가지 기술의 경쟁을 다루고 있으며, 질문 형태로 승자를 기대하게 만듭니다. 감정적으로는 중립적인 성격을 가지고 있으며, 조만간 있을 경쟁에 대한 관심을 유도하는 긍정적인 요소가 있습니다. 따라서 이 제목의 감성 분석 결과는 **중립**입니다."
연합뉴스,"전기차 굴기?…中 CATL, 인니 최대 니켈회사에 6천억 지분투자","제목의 키워드: ""전기차"", ""굴기"", ""중"", ""CATL"", ""인니"", ""니켈회사"", ""지분투자""

감성 분석 결과: 긍정

분석 이유: 전기차와 관련된 큰 투자 소식이 담겨 있으며, ""굴기""라는 표현은 성장이나 발전을 의미하는 긍정적인 맥락으로 해석됩니다."
중앙일보,"""테슬라 따라잡겠다""…'대륙의 실수' 샤오미, 전기차 자신감","이 제목에서의 키워드는 ""테슬라 따라잡겠다"", ""대륙의 실수"", ""샤오미"", ""전기차"", ""자신감""입니다.

- ""테슬라 따라잡겠다"": 긍정적인 의지와 목표를 나타냄
- ""대륙의 실수"": 부정적인 뉘앙스가 가미된 표현
- ""샤오미"": 브랜드 언급으로 중립적
- ""전기차"": 중립적인 정보
- ""자신감"": 긍정적인 감정

전체적으로 긍정적인 목표와 자신감이 언급되고 있는 반면, ""대륙의 실수""라는 표현은 부정적 요소를 포함하고 있습니다. 

결론적으로, 이 제목은 **중립적**으로 분석할 수 있습니다."
한국경제,'龍의 해' 신차 쏟아진다…저가 전기차·하이브리드카 大戰,"이 제목에서 '신차', '저가 전기차', '하이브리드카', '大戰' 등의 키워드는 새로운 전기차와 하이브리드카의 경쟁을 나타내며, 이는 긍정적인 시장 변화와 혁신을 암시합니다. 그러나 '大戰'이라는 표현은 경쟁과 다툼을 내포하고 있어 약간의 부정적인 의미도 담고 있습니다. 전반적으로는 새로운 전기차와 하이브리드카에 대한 기대감이 큰 긍정적인 내용을 중심으로 하고 있으므로, 감성 분석 결과는 **긍정**으로 판단합니다."
연합뉴스,전기차 충전기 산업 육성…2030년 세계점유율 10% 목표,"긍정: ""전기차 충전기 산업 육성""과 ""2030년 세계점유율 10% 목표""는 산업 성장과 긍정적인 목표를 나타내므로 긍정적인 감정을 가지고 있습니다."
연합뉴스,美서 쌓여가는 전기차 재고…자동차 가격 1천만원씩 할인 경쟁,"제목의 키워드: ""전기차 재고"", ""자동차 가격"", ""할인 경쟁""

분석 결과: 부정.  
이 제목은 전기차 재고가 쌓이고 있다는 부정적인 요소와 함께 가격 할인 경쟁을 언급하여 시장의 어려움을 시사합니다."
머니투데이,"""중국산 덤핑 전기차, 그냥 안둔다""…美, 관세 인상 검토","이 제목은 ""중국산"", ""덤핑"", ""안둔다"", ""관세 인상 검토""와 같은 키워드를 포함하고 있습니다. ""덤핑""과 ""관세 인상""은 부정적인 뉘앙스를 가지고 있으며, 이는 중국산 전기차에 대해 강경한 태도를 나타냅니다. 따라서 전반적으로 부정적인 감성을 표현하고 있습니다. 

분석 결과: **부정**"
IT동아,[EV 시대] 전기차 전용 타이어 상용화 현황 살펴보니,"이 제목은 중립적입니다. ""전기차 전용 타이어 상용화 현황""에 대한 직접적인 평가나 감정 표현이 없기 때문에 긍정적이나 부정적인 반응을 유도하지 않습니다."
쿠키뉴스,“전기차 배터리 커지는데”…높아지는 주차장 붕괴 위험,"제목의 키워드는 ""전기차"", ""배터리"", ""주차장"", ""붕괴"", ""위험""입니다. 

분석 결과: 부정.  
이 제목은 전기차 배터리의 크기가 커지는 상황에서 주차장 붕괴 위험이 높아진다는 경고를 담고 있어 부정적인 내용을 포함하고 있습니다."
노컷뉴스,"""1회 충전 500㎞ 거뜬""…BMW i5, 전기차를 뛰어넘다","제목의 키워드 분석 결과: ""1회 충전"", ""500㎞"", ""거뜬"", ""BMW i5"", ""전기차를 뛰어넘다"" 

감성 분석 결과: **긍정** 

이 제목은 BMW i5의 성능을 강조하며 다른 전기차들과 비교하여 우수함을 나타내고 있어 긍정적인 감정을 전달합니다."
쿠키뉴스,겨울철 전기차 ‘불법 개조’ 성행…“사고는 운전자 책임”,"이 뉴스 제목은 부정적인 감성을 표현하고 있습니다. ""불법 개조""와 ""사고는 운전자 책임""이라는 키워드가 사고 및 법적 책임과 관련된 부정적인 상황을 강조하고 있습니다."
YTN,전기차 시장 '가격 경쟁' 심화...물밑 기술혁신도 치열,"제목의 키워드를 분석한 결과, '가격 경쟁'과 '기술혁신'은 시장의 경쟁 상황을 언급하고 있습니다. 전반적으로 경쟁이 치열하다는 내용에서 경쟁에 대한 부정적인 뉘앙스가 느껴지지만, 기술혁신은 긍정적인 요소로 해석될 수 있습니다. 따라서 이 제목은 중립적인 감정을 나타낸다고 판단됩니다.

결과: 중립"
매일경제,"[단독] 사우디 전기차, K중기가 만든다…산단 만들고 내년부터 생산","분석 결과: 긍정

키워드: ""사우디 전기차"", ""K중기"", ""만든다"", ""산단 만들고"", ""내년부터 생산"" 

이 제목은 새로운 전기차 생산 계획에 대한 긍정적 소식을 전하고 있으며, K중기의 참여와 미래 계획이 포함되어 있어 긍정적인 느낌을 주고 있습니다."
지디넷코리아,"어차피 가야할 길은 전기차…""새해 상저하고 그릴 듯""","분석 결과: 중립

이 제목은 전기차에 대한 상황을 언급하면서도 특정한 긍정적 또는 부정적인 감정을 드러내지 않고, 예측에 대한 중립적인 관점을 제시하고 있습니다. ""새해 상저하고 그릴 듯"" 또한 미래에 대한 언급이지만 긍정적이거나 부정적인 감정을 유도하지 않는 표현입니다."
파이낸셜뉴스,"전기차 vs. 하이브리드 2차전? 테슬라, 도요타 하이브리드 수렁에 빠지나","분석 결과: 부정

해당 제목에는 '수렁에 빠지나'라는 표현이 포함되어 있어 부정적인 뉘앙스를 전달합니다. 전기차와 하이브리드 간의 경쟁을 다루고 있으나, 하이브리드에 대한 비판적인 시각이 드러나 있습니다."
머니투데이,"""생각보다 안 팔리네"" 전기차, 가격 낮춘다…'양산차' 중심 시장 재편","이 제목의 주요 키워드는 ""안 팔리네"", ""가격 낮춘다"", ""시장 재편""입니다. 

- ""안 팔리네""는 부정적인 감정을 나타내며, 전기차의 판매가 예상보다 저조하다는 점에서 부정적인 맥락이 포함되어 있습니다. 
- ""가격 낮춘다""는 긍정적인 조치일 수 있지만, 이는 판매 저조에 대한 대응으로 여겨져 부정적인 배경에서 나온 결정입니다.
- ""시장 재편""은 중립적인 표현으로, 시장의 변화나 발전을 암시하긴 하지만 긍정적이거나 부정적인 감정은 포함되어 있지 않습니다.

결론적으로, 이 제목은 전반적으로 부정적인 감정을 내포하고 있습니다. 따라서 감성 분석 결과는 ""부정적""입니다."
YTN,"""순식간에 1,500℃까지 발화""...전기차 화재 진압 방법 고심","분석 결과: 부정

키워드 ""화재"", ""발화"" 등은 위험성과 부정적인 상황을 암시하고 있어 부정적인 감정을 나타냅니다."
조선일보,전기차 사러 왔다가 하이브리드 몰고 나가는 이유,"제목의 키워드인 ""전기차"", ""하이브리드"", ""사러 왔다가"", ""몰고 나가는"" 등은 소비자의 기대와 실제 선택 사이의 괴리를 나타냅니다. 이 제목은 전기차 구매를 원하는 소비자가 하이브리드를 선택한 상황을 언급하고 있어, 전기차에 대한 긍정적인 기대가 하이브리드로의 선택으로 이어진다는 점에서 중립적인 느낌을 줍니다. 

결론: 중립"
문화일보,제동 걸린 전기차 전환[오후여담],"이 제목은 ""제동"", ""전기차 전환""이라는 키워드를 포함하고 있습니다. ""제동""이라는 단어는 부정적인 의미를 가지고 있으며, 전기차 전환에 대한 진행이 멈췄다는 암시가 있습니다. 따라서 전체적인 감정을 분석할 때 부정적인 스토리를 예상할 수 있습니다.

결과: **부정**"
뉴시스,"캐나다, 2035년까지 모든 차량 ‘전기차 의무화’ 공식 발표","분석 결과: 긍정

해당 제목은 전기차 의무화라는 긍정적인 변화를 강조하고 있으며, 지속 가능한 미래를 위한 긍정적인 정책 결정으로 해석될 수 있습니다."
머니투데이,"'프리미엄' 볼보도 4000만원대 전기차 출시…""높은 가격이 걸림돌""","제목의 키워드를 분석해보면 '프리미엄', '4000만원대', '출시', '높은 가격', '걸림돌' 등의 요소가 포함되어 있습니다. 

이 제목은 고급스러운 이미지를 가진 전기차가 출시되었음을 알리지만 '높은 가격이 걸림돌'이라는 부정적인 요소가 있습니다. 따라서 이 제목은 전반적으로 긍정적인 내용과 부정적인 내용이 혼합되어 있지만, 부정적인 요소가 강조되고 있으므로 전체적으로 부정적인 감성을 띈다고 판단할 수 있습니다.

결과: 부정"
머니투데이,美 '턱밑'에 몰리는 中전기차…멕시코로 가는 덴 이유가 있다,"이 제목은 중립적입니다. ""美 '턱밑'에 몰리는 中전기차""는 중국 전기차의 미국 시장에 대한 접근을 언급하고 있으며, ""멕시코로 가는 덴 이유가 있다""는 이유를 설명할 가능성을 의미하지만, 긍정적이거나 부정적인 감정을 나타내지 않습니다."
머니투데이,"전기차 줄인다더니 ""더 생산""…'파업' UAW 잠정합의안 보니","분석 결과: 부정 

해당 제목은 전기차 생산을 줄일 것이라는 예상과는 달리 더 많은 생산이 이루어진다는 점을 언급하고 있으며, '파업'과 '잠정합의안'이 관련되어 있어 부정적인 뉘앙스가 포함되어 있습니다."
연합뉴스,"中전기차에 잇단 러브콜…스텔란티스, 링파오 지분 21% 매입(종합)","분석 결과: 긍정

키워드 ""러브콜""과 ""지분 매입""이 사용되어 긍정적인 맥락을 전달하고 있습니다. 전기차에 대한 관심과 투자 확대의 내용을 담고 있어 긍정적으로 해석됩니다."
전자신문,“한국 전기차 경쟁력은 배터리…약점은 자율주행·혁신성”,"이 제목의 주요 키워드는 ""경쟁력"", ""배터리"", ""약점"", ""자율주행"", ""혁신성""입니다. 

- ""경쟁력""과 ""배터리""는 긍정적인 요소로, 한국 전기차의 강점을 부각합니다.
- ""약점"", ""자율주행"", ""혁신성""은 부정적인 요소로 한국 전기차의 부족한 점을 지적하고 있습니다.

종합적으로 볼 때, 긍정적인 요소와 부정적인 요소가 혼재되어 있어 중립적인 감성을 가진 제목으로 판단됩니다. 

결과: 중립"
데일리안,순수내연기관·전기차 모두 넘어섰다…하이브리드 ‘질주’,"분석 결과: 긍정

해석: '하이브리드'의 '질주'라는 표현은 하이브리드 기술의 발전과 성과를 강조하며 긍정적인 의미를 담고 있습니다. 내연기관과 전기차를 넘어섰다는 점도 긍정적인 발전을 나타내고 있습니다."
데일리안,"""전기차 잘만 팔리는데?""… 테슬라, 올해 수입차 3위 노린다","분석 결과: 긍정

키워드 '잘만 팔리는데', '수입차 3위 노린다'는 긍정적인 성과와 기대를 나타내고 있어 긍정적인 감정을 전달합니다."
매일경제,“전기차 수요 둔화 우려 과장…2040년엔 승용차 절반이 전기차”,"이 제목은 ""전기차 수요 둔화 우려""라는 부정적인 요소와 ""2040년엔 승용차 절반이 전기차""라는 긍정적인 요소가 혼합되어 있습니다. 전반적으로 긍정적인 미래 전망을 제시하고 있지만, 초기 우려를 언급하고 있어 중립적으로 해석할 수 있습니다.

결과: 중립"
머니투데이,"테슬라 정조준한 '대륙의 실수'…샤오미, 애플 앞서 전기차 출시","분석 결과: 부정  
키워드 '정조준', '실수'는 부정적인 뉘앙스를 가지고 있어 테슬라에 대한 경쟁적인 시각을 나타냅니다. '앞서'라는 긍정적인 어휘에도 불구하고 주된 맥락이 경쟁의 긴장감을 반영하고 있어 전반적으로 부정적인 감정을 전달합니다."
